transaction_id,date,customer_id,product,category,region,channel,quantity,unit_price,discount,revenue
T01178,2025-04-28,C0341,Smartphone Lite,Phones,South,Partner,1,501.35,0,501.35
T01179,2025-12-23,C0094,Smartphone Lite,Phones,West,Partner,1,500.29,0.1,450.26
T01180,2025-01-04,C0325,Laptop Air 13,Computers,South,Online,3,962.13,0,2886.39
T01181,2025-03-06,C0105,Laptop Air 13,Computers,South,Partner,1,1034.39,0.05,982.67
T01182,2025-02-10,C0126,USB-C Dock,Accessories,West,Online,2,163.23,0,326.46
T01183,2025-11-07,C0104,24in Monitor,Monitors,East,Retail,1,241.85,0.05,229.76
T01184,2025-02-10,C0259,Wireless Mouse,Accessories,West,Online,1,48.66,0,48.66
T01185,2025-09-04,C0154,Laptop Pro 14,Computers,South,Partner,2,1234.03,0,2468.06
T01186,2025-03-31,C0288,Mechanical Keyboard,Accessories,West,Online,1,115.9,0,115.9
T01187,2025-06-20,C0003,27in Monitor,Monitors,North,Partner,2,366.43,0,732.86
T01188,2025-07-11,C0381,Noise-Cancel Headset,Audio,East,Retail,1,176.74,0,176.74
T01189,2025-09-08,C0020,Mechanical Keyboard,Accessories,North,Retail,2,117.7,0.05,223.63
T01190,2025-10-17,C0385,27in Monitor,Monitors,East,Partner,1,338.75,0,338.75
T01191,2025-12-30,C0198,Noise-Cancel Headset,Audio,West,Partner,2,169.5,0,339.0
T01192,2025-05-07,C0362,24in Monitor,Monitors,North,Partner,1,225.19,0.15,191.41
T01193,2025-12-07,C0076,Smartphone X,Phones,East,Online,1,841.6,0.05,799.52
T01194,2025-11-05,C0395,Tablet 11,Tablets,North,Partner,4,469.8,0.1,1691.28
T01195,2025-12-31,C0266,USB-C Dock,Accessories,South,Retail,1,166.65,0.05,158.32
T01196,2025-03-26,C0338,USB-C Dock,Accessories,West,Partner,1,167.92,0,167.92
T01197,2025-06-07,C0046,Smartphone Lite,Phones,North,Partner,1,512.63,0.1,461.37
T01198,2025-10-21,C0384,Wireless Mouse,Accessories,West,Partner,3,47.29,0,141.87
T01199,2025-06-07,C0036,Laptop Pro 14,Computers,West,Partner,5,1221.31,0.1,5495.89
T01200,2025-08-02,C0096,Smartphone X,Phones,South,Online,1,767.97,0,767.97
T01201,2025-09-07,C0109,27in Monitor,Monitors,South,Online,1,351.81,0,351.81
T01202,2025-01-31,C0210,Smartphone Lite,Phones,West,Partner,1,484.59,0.1,436.13
T01203,2025-11-16,C0194,Laptop Air 13,Computers,North,Retail,3,974.2,0,2922.6
T01204,2025-02-02,C0390,Wireless Mouse,Accessories,North,Online,1,48.91,0,48.91
T01205,2025-02-01,C0022,Mechanical Keyboard,Accessories,North,Online,2,120.18,0,240.36
T01206,2025-09-25,C0137,Laptop Pro 14,Computers,West,Retail,1,1371.03,0.05,1302.48
T01207,2025-06-22,C0162,Tablet 11,Tablets,South,Retail,1,522.36,0,522.36
T01208,2025-12-07,C0170,USB-C Dock,Accessories,North,Online,1,156.25,0,156.25
T01209,2025-08-22,C0014,Smartphone Lite,Phones,North,Partner,1,524.45,0.1,472.01
T01210,2025-05-24,C0352,Smartphone Lite,Phones,West,Partner,2,496.12,0,992.24
T01211,2025-07-31,C0165,Smartphone X,Phones,North,Partner,1,842.87,0.2,674.3
T01212,2025-07-04,C0120,Laptop Pro 14,Computers,West,Retail,4,1326.74,0.1,4776.26
T01213,2025-11-10,C0244,Laptop Air 13,Computers,North,Partner,1,1051.92,0.15,894.13
T01214,2025-07-17,C0293,Mechanical Keyboard,Accessories,North,Online,2,124.28,0.1,223.7
T01215,2025-09-12,C0240,Laptop Air 13,Computers,South,Retail,1,1004.84,0.05,954.6
T01216,2025-03-01,C0386,Noise-Cancel Headset,Audio,North,Online,2,172.81,0,345.62
T01217,2025-08-11,C0197,Smartphone Lite,Phones,East,Online,1,488.61,0.15,415.32
T01218,2025-05-12,C0070,Smartphone X,Phones,West,Online,1,762.86,0.15,648.43
T01219,2025-12-21,C0308,Wireless Mouse,Accessories,North,Partner,3,50.57,0.15,128.95
T01220,2025-06-25,C0335,USB-C Dock,Accessories,West,Online,3,163.29,0.1,440.88
T01221,2025-04-25,C0380,Mechanical Keyboard,Accessories,South,Partner,1,113.13,0,113.13
T01222,2025-03-01,C0296,Tablet 11,Tablets,North,Retail,1,526.19,0.1,473.57
T01223,2025-02-01,C0164,Tablet 11,Tablets,East,Partner,2,527.73,0.1,949.91
T01224,2025-03-06,C0005,Webcam HD,Accessories,West,Retail,2,84.8,0.05,161.12
T01225,2025-03-16,C0308,Mechanical Keyboard,Accessories,East,Online,3,118.37,0.05,337.35
T01226,2025-12-07,C0353,Smartphone Lite,Phones,North,Retail,1,499.14,0,499.14
T01227,2025-12-28,C0361,Tablet 11,Tablets,West,Online,1,498.7,0.1,448.83
T01228,2025-06-20,C0116,27in Monitor,Monitors,North,Online,3,358.74,0,1076.22
T01229,2025-09-07,C0082,Smartphone Lite,Phones,North,Partner,1,508.54,0.2,406.83
T01230,2025-07-20,C0201,Wireless Mouse,Accessories,West,Online,1,48.11,0.05,45.7
T01231,2025-09-28,C0281,Smartphone Lite,Phones,West,Online,1,480.74,0.05,456.7
T01232,2025-03-09,C0364,Wireless Mouse,Accessories,East,Retail,2,50.79,0.05,96.5
T01233,2025-12-02,C0075,27in Monitor,Monitors,South,Online,2,348.26,0,696.52
T01234,2025-04-11,C0053,Smartphone Lite,Phones,South,Retail,2,520.33,0,1040.66
T01235,2025-08-07,C0243,Smartphone X,Phones,South,Online,3,760.27,0.15,1938.69
T01236,2025-03-02,C0322,Webcam HD,Accessories,West,Online,2,94.02,0.05,178.64
T01237,2025-01-18,C0089,Laptop Air 13,Computers,West,Partner,1,1021.54,0.05,970.46
T01238,2025-12-10,C0196,Smartphone X,Phones,East,Partner,1,829.51,0.05,788.03
T01239,2025-12-01,C0251,Noise-Cancel Headset,Audio,South,Online,1,170.04,0,170.04
T01240,2025-10-28,C0049,Tablet 11,Tablets,South,Retail,5,510.6,0.05,2425.35
T01241,2025-09-05,C0167,Smartphone X,Phones,North,Partner,2,763.07,0,1526.14
T01242,2025-10-03,C0275,27in Monitor,Monitors,West,Online,1,344.55,0.1,310.1
T01243,2025-09-23,C0386,Tablet 11,Tablets,South,Partner,2,508.08,0.1,914.54
T01244,2025-03-02,C0229,27in Monitor,Monitors,East,Online,3,328.28,0.05,935.6
T01245,2025-01-21,C0132,27in Monitor,Monitors,North,Online,2,331.74,0.05,630.31
T01246,2025-03-05,C0337,Webcam HD,Accessories,North,Online,1,85.49,0.15,72.67
T01247,2025-06-03,C0338,Laptop Pro 14,Computers,West,Online,4,1343.08,0.05,5103.7
T01248,2025-10-23,C0181,Noise-Cancel Headset,Audio,South,Partner,2,189.44,0.05,359.94
T01249,2025-02-20,C0154,Smartphone X,Phones,South,Online,3,769.09,0,2307.27
T01250,2025-11-05,C0319,Webcam HD,Accessories,West,Online,1,85.03,0,85.03
T01251,2025-10-09,C0234,Mechanical Keyboard,Accessories,North,Retail,1,114.19,0.05,108.48
T01252,2025-12-13,C0323,USB-C Dock,Accessories,East,Partner,4,153.35,0,613.4
T01253,2025-12-23,C0262,Smartphone X,Phones,South,Retail,1,814.08,0,814.08
T01254,2025-03-20,C0310,Wireless Mouse,Accessories,South,Online,5,46.21,0,231.05
T01255,2025-05-19,C0169,Laptop Air 13,Computers,North,Retail,2,987.82,0.05,1876.86
T01256,2025-06-20,C0051,Mechanical Keyboard,Accessories,West,Online,1,115.77,0.1,104.19
T01257,2025-07-13,C0157,Laptop Air 13,Computers,West,Online,2,1002.17,0,2004.34
T01258,2025-09-28,C0312,Wireless Mouse,Accessories,North,Online,2,49.3,0.1,88.74
T01259,2025-03-29,C0380,Wireless Mouse,Accessories,West,Retail,4,48.09,0,192.36
T01260,2025-10-31,C0337,27in Monitor,Monitors,South,Online,1,357.93,0.05,340.03
T01261,2025-07-13,C0190,Tablet 11,Tablets,South,Partner,2,512.5,0,1025.0
T01262,2025-11-08,C0240,USB-C Dock,Accessories,East,Retail,2,168.28,0,336.56
T01263,2025-08-08,C0157,Webcam HD,Accessories,North,Retail,4,92.35,0.15,313.99
T01264,2025-07-28,C0123,Wireless Mouse,Accessories,North,Online,3,46.51,0.05,132.55
T01265,2025-10-22,C0006,Laptop Pro 14,Computers,West,Partner,1,1365.96,0,1365.96
T01266,2025-09-18,C0347,Smartphone Lite,Phones,North,Retail,1,510.09,0.05,484.59
T01267,2025-01-08,C0218,Tablet 11,Tablets,East,Online,1,469.5,0.1,422.55
T01268,2025-12-05,C0087,Webcam HD,Accessories,South,Online,2,88.45,0,176.9
T01269,2025-02-08,C0217,Wireless Mouse,Accessories,West,Retail,3,51.66,0.05,147.23
T01270,2025-03-29,C0277,Wireless Mouse,Accessories,North,Retail,4,50.05,0,200.2
T01271,2025-06-03,C0292,Noise-Cancel Headset,Audio,West,Online,1,184.11,0,184.11
T01272,2025-06-06,C0317,Smartphone X,Phones,West,Online,1,840.75,0.15,714.64
T01273,2025-07-02,C0003,Laptop Pro 14,Computers,East,Partner,2,1276.22,0,2552.44
T01274,2025-04-06,C0044,USB-C Dock,Accessories,South,Retail,1,158.85,0,158.85
T01275,2025-03-05,C0241,Noise-Cancel Headset,Audio,West,Retail,1,173.63,0.1,156.27
T01276,2025-06-03,C0056,Wireless Mouse,Accessories,West,Partner,1,50.83,0,50.83
T01277,2025-08-13,C0364,27in Monitor,Monitors,South,Online,1,328.3,0.1,295.47
T01278,2025-04-08,C0017,Mechanical Keyboard,Accessories,South,Partner,1,122.48,0,122.48
T01279,2025-04-12,C0251,Noise-Cancel Headset,Audio,West,Partner,4,170.81,0.2,546.59
T01280,2025-03-07,C0372,Wireless Mouse,Accessories,West,Online,2,48.41,0.1,87.14
T01281,2025-02-26,C0007,Laptop Air 13,Computers,South,Online,2,980.31,0,1960.62
T01282,2025-12-14,C0246,Wireless Mouse,Accessories,East,Retail,1,46.11,0.05,43.8
T01283,2025-09-06,C0262,Laptop Air 13,Computers,South,Online,2,957.34,0,1914.68
T01284,2025-05-24,C0220,Laptop Air 13,Computers,South,Retail,3,968.71,0.2,2324.9
T01285,2025-12-28,C0303,Laptop Air 13,Computers,South,Online,2,960.78,0.05,1825.48
T01286,2025-03-03,C0075,27in Monitor,Monitors,West,Online,1,336.11,0,336.11
T01287,2025-11-12,C0157,24in Monitor,Monitors,South,Online,1,226.45,0,226.45
T01288,2025-06-22,C0156,USB-C Dock,Accessories,North,Retail,1,161.75,0.05,153.66
T01289,2025-07-06,C0025,Mechanical Keyboard,Accessories,South,Online,4,115.39,0.1,415.4
T01290,2025-01-01,C0144,Laptop Pro 14,Computers,North,Retail,2,1265.54,0,2531.08
T01291,2025-04-05,C0050,Mechanical Keyboard,Accessories,North,Partner,4,116.21,0,464.84
T01292,2025-10-10,C0399,27in Monitor,Monitors,East,Online,1,343.19,0.1,308.87
T01293,2025-11-29,C0067,Mechanical Keyboard,Accessories,North,Online,1,124.53,0,124.53
T01294,2025-10-28,C0051,Smartphone X,Phones,North,Partner,3,793.8,0,2381.4
T01295,2025-11-13,C0274,Wireless Mouse,Accessories,South,Online,1,50.53,0.05,48.0
T01296,2025-03-07,C0389,24in Monitor,Monitors,East,Retail,1,239.76,0.1,215.78
T01297,2025-08-18,C0215,Smartphone X,Phones,North,Online,2,757.55,0.15,1287.83
T01298,2025-11-03,C0290,Mechanical Keyboard,Accessories,North,Partner,2,112.51,0,225.02
T01299,2025-04-08,C0263,Smartphone Lite,Phones,North,Online,3,500.94,0.05,1427.68
T01300,2025-08-13,C0140,Webcam HD,Accessories,South,Online,1,87.94,0.1,79.15
T01301,2025-01-02,C0263,27in Monitor,Monitors,West,Partner,2,328.43,0.05,624.02
T01302,2025-12-29,C0363,Smartphone Lite,Phones,East,Partner,2,482.25,0,964.5
T01303,2025-03-02,C0328,27in Monitor,Monitors,South,Retail,1,340.28,0.05,323.27
T01304,2025-03-10,C0108,Mechanical Keyboard,Accessories,North,Online,3,125.85,0,377.55
T01305,2025-11-29,C0362,Wireless Mouse,Accessories,East,Partner,2,47.97,0.2,76.75
T01306,2025-03-10,C0321,USB-C Dock,Accessories,North,Retail,3,168.26,0,504.78
T01307,2025-04-23,C0276,Smartphone Lite,Phones,North,Partner,4,527.24,0,2108.96
T01308,2025-12-19,C0310,USB-C Dock,Accessories,South,Retail,4,161.41,0,645.64
T01309,2025-04-23,C0386,Wireless Mouse,Accessories,West,Online,1,50.81,0.05,48.27
T01310,2025-08-17,C0246,24in Monitor,Monitors,North,Retail,2,219.34,0,438.68
T01311,2025-04-03,C0252,Noise-Cancel Headset,Audio,South,Partner,1,172.32,0.1,155.09
T01312,2025-05-25,C0352,Laptop Pro 14,Computers,South,Online,1,1348.49,0.15,1146.22
T01313,2025-03-15,C0207,Laptop Air 13,Computers,North,Partner,1,1016.4,0.05,965.58
T01314,2025-09-27,C0194,27in Monitor,Monitors,West,Online,2,353.33,0.1,635.99
T01315,2025-02-26,C0128,Laptop Pro 14,Computers,North,Retail,2,1227.88,0.05,2332.97
T01316,2025-03-15,C0055,Smartphone X,Phones,East,Partner,2,751.96,0.1,1353.53
T01317,2025-02-13,C0084,24in Monitor,Monitors,East,Retail,1,239.78,0.1,215.8
T01318,2025-09-03,C0279,27in Monitor,Monitors,North,Online,1,339.26,0.05,322.3
T01319,2025-01-23,C0213,Laptop Air 13,Computers,South,Online,2,1045.33,0,2090.66
T01320,2025-04-25,C0147,Laptop Pro 14,Computers,South,Partner,1,1276.13,0,1276.13
T01321,2025-07-16,C0087,Smartphone X,Phones,North,Online,3,761.84,0.1,2056.97
T01322,2025-02-22,C0044,Mechanical Keyboard,Accessories,North,Partner,1,113.55,0.05,107.87
T01323,2025-03-19,C0218,27in Monitor,Monitors,South,Partner,1,335.66,0,335.66
T01324,2025-12-18,C0139,Mechanical Keyboard,Accessories,West,Partner,2,124.36,0,248.72
T01325,2025-07-08,C0002,Mechanical Keyboard,Accessories,South,Partner,3,112.95,0.1,304.97
T01326,2025-03-17,C0245,Wireless Mouse,Accessories,North,Online,1,50.75,0,50.75
T01327,2025-10-23,C0066,USB-C Dock,Accessories,South,Retail,4,151.19,0,604.76
T01328,2025-06-30,C0309,Wireless Mouse,Accessories,East,Online,1,51.78,0.05,49.19
T01329,2025-12-01,C0253,24in Monitor,Monitors,South,Retail,1,230.06,0.05,218.56
T01330,2025-02-12,C0384,Tablet 11,Tablets,South,Partner,2,515.56,0.05,979.56
T01331,2025-02-14,C0186,24in Monitor,Monitors,West,Online,1,238.63,0,238.63
T01332,2025-02-26,C0399,Laptop Pro 14,Computers,South,Retail,3,1353.45,0,4060.35
T01333,2025-08-24,C0216,27in Monitor,Monitors,South,Online,3,367.06,0.05,1046.12
T01334,2025-04-25,C0074,Laptop Pro 14,Computers,West,Partner,2,1329.52,0,2659.04
T01335,2025-01-14,C0340,Smartphone Lite,Phones,North,Retail,4,511.06,0,2044.24
T01336,2025-11-01,C0040,27in Monitor,Monitors,North,Partner,1,331.37,0,331.37
T01337,2025-08-02,C0271,27in Monitor,Monitors,East,Retail,2,333.93,0.05,634.47
T01338,2025-07-30,C0147,Smartphone Lite,Phones,North,Online,1,510.69,0.1,459.62
T01339,2025-01-31,C0006,Smartphone X,Phones,West,Retail,1,799.32,0.1,719.39
T01340,2025-12-15,C0257,Noise-Cancel Headset,Audio,East,Partner,2,188.0,0.1,338.4
T01341,2025-04-27,C0194,USB-C Dock,Accessories,South,Partner,4,151.21,0,604.84
T01342,2025-04-19,C0382,USB-C Dock,Accessories,North,Partner,2,152.96,0,305.92
T01343,2025-08-28,C0085,Noise-Cancel Headset,Audio,North,Retail,1,186.03,0.05,176.73
T01344,2025-11-28,C0309,USB-C Dock,Accessories,East,Online,1,150.94,0,150.94
T01345,2025-05-03,C0006,Mechanical Keyboard,Accessories,East,Online,1,114.89,0,114.89
T01346,2025-10-10,C0292,24in Monitor,Monitors,North,Partner,2,222.66,0,445.32
T01347,2025-09-05,C0183,Laptop Pro 14,Computers,East,Retail,1,1269.17,0,1269.17
T01348,2025-09-14,C0067,24in Monitor,Monitors,North,Retail,1,225.04,0,225.04
T01349,2025-07-28,C0013,Smartphone Lite,Phones,West,Retail,1,515.47,0.05,489.7
T01350,2025-10-28,C0321,Laptop Pro 14,Computers,North,Partner,1,1293.25,0,1293.25
T01351,2025-04-29,C0083,24in Monitor,Monitors,East,Retail,3,236.39,0.05,673.71
T01352,2025-03-09,C0021,Wireless Mouse,Accessories,West,Online,1,51.59,0.05,49.01
T01353,2025-04-17,C0255,Tablet 11,Tablets,North,Online,2,503.01,0.15,855.12
T01354,2025-03-15,C0045,Mechanical Keyboard,Accessories,West,Online,2,123.02,0.15,209.13
T01355,2025-08-21,C0296,Wireless Mouse,Accessories,East,Retail,1,46.46,0,46.46
T01356,2025-02-15,C0243,Laptop Air 13,Computers,East,Retail,1,969.98,0.1,872.98
T01357,2025-11-29,C0187,27in Monitor,Monitors,East,Retail,4,348.51,0.2,1115.23
T01358,2025-07-29,C0320,Tablet 11,Tablets,East,Retail,3,491.02,0,1473.06
T01359,2025-02-12,C0350,Smartphone X,Phones,North,Partner,1,835.19,0.05,793.43
T01360,2025-11-26,C0005,Laptop Pro 14,Computers,South,Online,2,1349.07,0,2698.14
T01361,2025-05-29,C0199,USB-C Dock,Accessories,West,Partner,1,150.85,0,150.85
T01362,2025-02-17,C0239,Wireless Mouse,Accessories,North,Online,1,51.35,0.05,48.78
T01363,2025-04-03,C0222,Smartphone Lite,Phones,South,Retail,1,492.83,0.15,418.91
T01364,2025-06-18,C0360,Laptop Air 13,Computers,West,Online,1,997.36,0.2,797.89
T01365,2025-05-23,C0328,Noise-Cancel Headset,Audio,South,Retail,1,178.35,0,178.35
T01366,2025-10-18,C0186,Laptop Pro 14,Computers,West,Retail,5,1230.79,0.1,5538.56
T01367,2025-04-20,C0217,Laptop Pro 14,Computers,East,Retail,1,1339.31,0,1339.31
T01368,2025-11-22,C0153,27in Monitor,Monitors,West,Retail,1,345.02,0,345.02
T01369,2025-09-26,C0048,24in Monitor,Monitors,West,Retail,2,238.08,0,476.16
T01370,2025-06-02,C0275,27in Monitor,Monitors,South,Partner,1,348.23,0.15,296.0
T01371,2025-08-12,C0288,Wireless Mouse,Accessories,South,Online,3,50.9,0.05,145.06
T01372,2025-12-08,C0376,Tablet 11,Tablets,East,Online,2,528.12,0,1056.24
T01373,2025-03-19,C0346,Noise-Cancel Headset,Audio,West,Retail,4,175.06,0.05,665.23
T01374,2025-09-24,C0065,Smartphone Lite,Phones,West,Partner,1,518.91,0.05,492.96
T01375,2025-10-24,C0357,Laptop Air 13,Computers,South,Partner,1,961.56,0.1,865.4
T01376,2025-07-13,C0296,24in Monitor,Monitors,North,Retail,1,241.96,0.15,205.67
T01377,2025-07-06,C0064,Laptop Pro 14,Computers,West,Partner,1,1348.73,0,1348.73
T01378,2025-08-22,C0268,USB-C Dock,Accessories,East,Online,1,159.81,0,159.81
T01379,2025-04-01,C0278,Noise-Cancel Headset,Audio,West,Retail,1,181.04,0,181.04
T01380,2025-05-26,C0318,Smartphone X,Phones,North,Online,2,778.22,0,1556.44
T01381,2025-02-23,C0255,Laptop Air 13,Computers,North,Partner,2,988.36,0.05,1877.88
T01382,2025-08-16,C0216,Webcam HD,Accessories,South,Online,2,86.76,0,173.52
T01383,2025-08-21,C0064,Webcam HD,Accessories,East,Retail,1,88.68,0,88.68
T01384,2025-07-31,C0192,Smartphone X,Phones,South,Partner,2,751.79,0.1,1353.22
T01385,2025-05-26,C0213,Mechanical Keyboard,Accessories,South,Online,3,123.83,0,371.49
T01386,2025-08-01,C0266,Laptop Pro 14,Computers,East,Retail,1,1279.42,0,1279.42
T01387,2025-03-29,C0099,Tablet 11,Tablets,West,Online,5,527.35,0,2636.75
T01388,2025-10-23,C0089,USB-C Dock,Accessories,West,Retail,1,168.11,0.05,159.7
T01389,2025-09-22,C0259,27in Monitor,Monitors,North,Partner,1,361.61,0,361.61
T01390,2025-10-23,C0284,USB-C Dock,Accessories,South,Retail,3,154.43,0.05,440.13
T01391,2025-04-15,C0304,Laptop Air 13,Computers,South,Online,1,1014.45,0,1014.45
T01392,2025-11-13,C0013,Smartphone Lite,Phones,South,Retail,2,503.3,0.2,805.28
T01393,2025-11-21,C0114,Smartphone X,Phones,East,Online,2,813.62,0,1627.24
T01394,2025-10-02,C0134,24in Monitor,Monitors,North,Retail,2,225.65,0.1,406.17
T01395,2025-02-12,C0053,27in Monitor,Monitors,North,Retail,2,352.32,0.05,669.41
T01396,2025-11-02,C0048,Laptop Air 13,Computers,North,Retail,1,1046.31,0,1046.31
T01397,2025-07-05,C0038,24in Monitor,Monitors,West,Partner,1,215.86,0.05,205.07
T01398,2025-02-09,C0231,24in Monitor,Monitors,South,Online,2,223.88,0,447.76
T01399,2025-06-02,C0017,Laptop Pro 14,Computers,North,Retail,3,1319.45,0.05,3760.43
T01400,2025-06-27,C0268,Noise-Cancel Headset,Audio,East,Online,5,168.37,0.05,799.76
T01401,2025-04-09,C0079,Tablet 11,Tablets,South,Retail,1,499.7,0,499.7
T01402,2025-02-28,C0355,24in Monitor,Monitors,South,Retail,1,217.55,0,217.55
T01403,2025-05-21,C0334,Noise-Cancel Headset,Audio,East,Retail,1,183.47,0,183.47
T01404,2025-09-11,C0089,USB-C Dock,Accessories,South,Partner,1,153.14,0,153.14
T01405,2025-05-24,C0085,USB-C Dock,Accessories,South,Partner,1,160.67,0.1,144.6
T01406,2025-09-07,C0164,USB-C Dock,Accessories,North,Partner,3,163.71,0,491.13
T01407,2025-07-16,C0033,USB-C Dock,Accessories,West,Online,1,166.59,0,166.59
T01408,2025-01-18,C0331,Webcam HD,Accessories,East,Retail,1,90.11,0,90.11
T01409,2025-01-16,C0184,Laptop Air 13,Computers,South,Online,1,1033.87,0,1033.87
T01410,2025-04-21,C0005,Smartphone X,Phones,East,Partner,1,781.21,0,781.21
T01411,2025-01-06,C0120,Smartphone Lite,Phones,North,Retail,1,516.68,0.05,490.85
T01412,2025-05-26,C0367,Tablet 11,Tablets,North,Partner,1,502.65,0,502.65
T01413,2025-11-27,C0102,USB-C Dock,Accessories,South,Online,2,164.98,0,329.96
T01414,2025-09-10,C0232,Noise-Cancel Headset,Audio,South,Partner,1,170.82,0,170.82
T01415,2025-06-17,C0330,Tablet 11,Tablets,North,Retail,1,486.13,0.05,461.82
T01416,2025-05-26,C0271,27in Monitor,Monitors,North,Retail,3,365.58,0,1096.74
T01417,2025-11-27,C0371,Laptop Pro 14,Computers,East,Retail,1,1346.16,0,1346.16
T01418,2025-06-12,C0314,Wireless Mouse,Accessories,North,Retail,1,47.9,0.05,45.5
T01419,2025-06-02,C0063,Smartphone Lite,Phones,East,Partner,5,507.45,0.05,2410.39
T01420,2025-02-22,C0166,Laptop Pro 14,Computers,West,Online,1,1242.69,0.1,1118.42
T01421,2025-03-29,C0276,Laptop Air 13,Computers,North,Partner,1,983.28,0.15,835.79
T01422,2025-01-27,C0156,Mechanical Keyboard,Accessories,North,Retail,3,112.55,0,337.65
T01423,2025-06-18,C0088,Smartphone Lite,Phones,South,Partner,2,485.22,0.1,873.4
T01424,2025-08-24,C0212,Laptop Air 13,Computers,West,Partner,1,1029.33,0.1,926.4
T01425,2025-03-04,C0144,Webcam HD,Accessories,East,Partner,2,90.72,0.05,172.37
T01426,2025-09-05,C0181,24in Monitor,Monitors,South,Partner,1,234.81,0.1,211.33
T01427,2025-11-28,C0254,Smartphone Lite,Phones,North,Online,3,473.56,0.05,1349.65
T01428,2025-01-07,C0054,Smartphone X,Phones,East,Online,1,769.08,0.1,692.17
T01429,2025-10-30,C0363,Webcam HD,Accessories,West,Partner,1,93.75,0,93.75
T01430,2025-03-20,C0198,Webcam HD,Accessories,West,Partner,1,93.45,0,93.45
T01431,2025-09-20,C0085,24in Monitor,Monitors,East,Partner,2,222.9,0,445.8
T01432,2025-11-28,C0124,Laptop Air 13,Computers,North,Retail,1,1028.37,0.1,925.53
T01433,2025-04-06,C0136,Mechanical Keyboard,Accessories,North,Partner,1,118.32,0.05,112.4
T01434,2025-02-13,C0261,Wireless Mouse,Accessories,East,Online,1,49.01,0,49.01
T01435,2025-08-14,C0217,Mechanical Keyboard,Accessories,South,Retail,1,117.32,0,117.32
T01436,2025-04-07,C0266,USB-C Dock,Accessories,West,Online,1,161.05,0,161.05
T01437,2025-12-15,C0028,Laptop Pro 14,Computers,North,Partner,2,1255.29,0.15,2133.99
T01438,2025-05-17,C0318,24in Monitor,Monitors,West,Retail,1,221.48,0,221.48
T01439,2025-07-21,C0254,Laptop Air 13,Computers,South,Online,1,1021.98,0.1,919.78
T01440,2025-04-15,C0002,Wireless Mouse,Accessories,North,Online,2,47.75,0.1,85.95
T01441,2025-09-15,C0353,Smartphone Lite,Phones,South,Online,2,520.11,0.1,936.2
T01442,2025-06-11,C0073,Smartphone X,Phones,North,Partner,1,837.34,0,837.34
T01443,2025-08-31,C0040,USB-C Dock,Accessories,South,Partner,1,154.49,0,154.49
T01444,2025-01-05,C0127,Tablet 11,Tablets,West,Online,1,469.12,0.05,445.66
T01445,2025-01-24,C0269,Laptop Pro 14,Computers,South,Online,2,1351.28,0.2,2162.05
T01446,2025-02-18,C0377,Laptop Air 13,Computers,East,Partner,1,993.32,0.1,893.99
T01447,2025-05-12,C0181,Smartphone X,Phones,East,Partner,1,752.36,0,752.36
T01448,2025-06-20,C0306,Webcam HD,Accessories,West,Online,2,93.3,0.1,167.94
T01449,2025-05-19,C0211,Smartphone X,Phones,South,Partner,1,765.24,0.05,726.98
T01450,2025-03-14,C0221,Wireless Mouse,Accessories,East,Online,1,50.42,0,50.42
T01451,2025-02-15,C0141,24in Monitor,Monitors,West,Partner,4,218.23,0,872.92
T01452,2025-03-31,C0302,Mechanical Keyboard,Accessories,West,Retail,3,116.59,0,349.77
T01453,2025-06-08,C0314,24in Monitor,Monitors,North,Retail,1,224.69,0.05,213.46
T01454,2025-08-21,C0005,Tablet 11,Tablets,West,Partner,4,486.33,0.1,1750.79
T01455,2025-03-17,C0286,Noise-Cancel Headset,Audio,South,Retail,2,174.48,0.05,331.51
T01456,2025-09-07,C0112,Mechanical Keyboard,Accessories,East,Partner,1,118.34,0,118.34
T01457,2025-03-05,C0001,Laptop Pro 14,Computers,North,Retail,1,1275.97,0,1275.97
T01458,2025-03-12,C0394,Wireless Mouse,Accessories,South,Online,3,49.01,0.1,132.33
T01459,2025-05-19,C0042,27in Monitor,Monitors,East,Online,5,352.57,0,1762.85
T01460,2025-01-17,C0198,Noise-Cancel Headset,Audio,West,Retail,4,182.83,0,731.32
T01461,2025-02-20,C0224,Mechanical Keyboard,Accessories,East,Partner,4,114.33,0.05,434.45
T01462,2025-03-13,C0103,Smartphone X,Phones,East,Retail,2,790.98,0,1581.96
T01463,2025-02-13,C0193,Mechanical Keyboard,Accessories,West,Online,2,119.65,0.05,227.34
T01464,2025-03-12,C0365,Webcam HD,Accessories,East,Retail,1,93.64,0,93.64
T01465,2025-07-01,C0287,USB-C Dock,Accessories,North,Retail,1,158.26,0.15,134.52
T01466,2025-02-15,C0263,27in Monitor,Monitors,East,Online,2,338.22,0,676.44
T01467,2025-11-14,C0202,Webcam HD,Accessories,South,Retail,3,84.23,0.1,227.42
T01468,2025-12-10,C0028,Laptop Pro 14,Computers,North,Online,1,1301.81,0.1,1171.63
T01469,2025-05-19,C0290,Smartphone X,Phones,West,Partner,1,829.87,0.05,788.38
T01470,2025-06-19,C0368,Laptop Pro 14,Computers,North,Partner,1,1300.69,0.05,1235.66
T01471,2025-04-15,C0115,Webcam HD,Accessories,South,Retail,1,88.95,0.1,80.06
T01472,2025-11-18,C0320,Mechanical Keyboard,Accessories,South,Online,2,123.36,0.15,209.71
